time, original
0, 0.000000
1, 0.000000
2, 0.000008
3, 0.000014
4, 0.000030
5, 0.000040
6, 0.000035
7, 0.000115
8, 0.000308
9, 0.000385
10, 0.000581
11, 0.000632
12, 0.000717
13, 0.000723
14, 0.000843
15, 0.000691
16, 0.000602
17, 0.000953
18, 0.000774
19, 0.000452
20, 0.001276
21, 0.001805
22, 0.001093
23, 0.001094
24, 0.002193
25, 0.001578
26, 0.001352
27, 0.002172
28, 0.001414
29, 0.001982
30, 0.002110
31, 0.001069
32, 0.002310
33, 0.002269
34, 0.001475
35, 0.002957
36, 0.002601
37, 0.002796
38, 0.005075
39, 0.004196
40, 0.004267
41, 0.008774
42, 0.006227
43, 0.004975
44, 0.012641
45, 0.007886
46, 0.005759
47, 0.015006
48, 0.011103
49, 0.010363
50, 0.014847
51, 0.022935
52, 0.025325
53, 0.021303
54, 0.069931
55, 0.069885
56, 0.057053
57, 0.244145
58, 0.472240
59, 0.390048
60, 1.033714
61, 2.271354
62, 2.689430
63, 4.776091
64, 9.192894
65, 11.342077
66, 13.037038
67, 21.381372
68, 28.827192
69, 28.303567
70, 34.192956
71, 44.990617
72, 41.864383
73, 41.071036
74, 54.958590
75, 43.273991
76, 39.915153
77, 54.599467
78, 47.083917
79, 36.330426
80, 50.953209
81, 49.120375
82, 41.506139
83, 55.229335
84, 33.793474
85, 57.215154
86, 60.612809
87, 21.748783
88, 60.180748
89, 70.887860
90, 20.451550
91, 58.630331
92, 76.503624
93, 23.968409
94, 67.959609
95, 67.340138
96, 28.345040
97, 73.840778
98, 58.366218
99, 22.471995
100, 80.521398
101, 48.556893
102, 17.532735
103, 79.074166
104, 45.800912
105, 19.028614
106, 69.670533
107, 47.899315
108, 22.627816
109, 67.365137
110, 36.053424
111, 31.011735
112, 64.366206
113, 22.749614
114, 33.207651
115, 62.081533
116, 15.823676
117, 24.079472
118, 58.520018
119, 14.869998
120, 17.336449
121, 50.912327
122, 15.453726
123, 14.318362
124, 43.224617
125, 14.766634
126, 12.243605
127, 40.728156
128, 15.205840
129, 13.674045
130, 36.705846
131, 42.951369
132, 29.492757
133, 42.680699
134, 90.443865
135, 87.436276
136, 115.282323
137, 109.787258
138, 149.654298
139, 277.131343
140, 176.546893
141, 258.753944
142, 503.851962
143, 421.484735
144, 514.038540
145, 798.668232
146, 923.948332
147, 693.926715
148, 1050.272505
149, 1530.038284
150, 611.388582
151, 1167.474859
152, 1759.037620
153, 614.452482
154, 1157.714782
155, 1513.853209
156, 956.309218
157, 1145.118759
158, 1301.923125
159, 1208.176612
160, 1194.246874
161, 1310.542889
162, 1096.654161
163, 1181.438003
164, 1367.718865
165, 863.461504
166, 1050.134975
167, 1422.617567
168, 839.659543
169, 947.268685
170, 1607.628437
171, 1036.961916
172, 978.894598
173, 1816.084276
174, 1357.655548
175, 1033.252736
176, 1997.078594
177, 1663.591323
178, 1008.148651
179, 2136.111381
180, 2079.407081
181, 901.275725
182, 2319.219037
183, 2468.875029
184, 1006.316162
185, 2542.113995
186, 2983.329649
187, 1316.961670
188, 2683.358685
189, 3563.433572
190, 1767.631012
191, 2631.496683
192, 4126.524603
193, 2132.463216
194, 2623.492275
195, 4185.373842
196, 2514.622091
197, 2657.585558
198, 3854.510314
199, 2622.269785
200, 2671.416850
201, 3517.647563
202, 2340.364622
203, 2600.387120
204, 3316.592332
205, 2140.295031
206, 2453.112795
207, 3168.259537
208, 2177.645890
209, 2335.843266
210, 2945.909740
211, 2310.937103
212, 2311.553098
213, 2757.865280
214, 2363.400456
215, 2327.127916
216, 2602.524051
217, 2517.162139
218, 2283.429782
219, 2569.346543
220, 2561.843587
221, 2269.080645
222, 2452.884198
223, 2761.535900
224, 2043.485259
225, 2434.543771
226, 2715.021269
227, 1931.519115
228, 2219.019851
229, 2618.757030
230, 1635.513021
231, 1840.553093
232, 2392.259854
233, 1253.738597
234, 1556.800205
235, 1762.550672
236, 1238.555083
237, 1255.317012
238, 1255.812708
239, 1075.295035
240, 1310.553735
241, 1027.881704
242, 719.386526
243, 1673.618883
244, 801.747890
245, 818.432661
246, 1945.672765
247, 622.580759
248, 1119.282306
249, 1896.210945
250, 865.310045
251, 925.660064
252, 1454.721381
253, 1284.395638
254, 563.355464
255, 907.934573
256, 1211.488176
257, 537.315039
258, 541.879166
259, 621.183096
260, 708.719312
261, 332.303685
262, 190.987742
263, 661.480000
264, 237.007786
265, 150.180741
266, 485.464357
267, 260.811201
268, 160.844302
269, 393.871611
270, 267.839475
271, 93.246417
272, 311.086672
273, 214.592229
274, 28.223776
275, 189.570766
276, 159.960793
277, 37.328541
278, 83.525208
279, 99.718956
280, 47.807485
281, 27.183163
282, 43.315023
283, 32.896633
284, 5.501264
285, 13.044212
286, 14.039166
287, 3.394956
288, 4.710071
289, 4.297940
290, 3.024784
291, 3.756519
292, 1.485147
293, 1.380959
294, 2.516618
295, 1.562659
296, 0.820383
297, 1.198483
298, 1.914005
299, 0.649535
300, 0.637253
301, 1.458036
302, 0.675595
303, 0.517997
304, 0.706491
305, 0.658635
306, 0.409777
307, 0.221445
308, 0.447798
309, 0.242551
310, 0.040288
311, 0.203882
312, 0.132823
313, 0.024219
314, 0.085304
315, 0.080348
316, 0.018849
317, 0.043328
318, 0.043221
319, 0.005757
320, 0.019147
321, 0.022690
322, 0.004798
323, 0.002054
