time, original
0, 0.000000
1, 0.000005
2, 0.000162
3, 0.000299
4, 0.000691
5, 0.005850
6, 0.052546
7, 0.058225
8, 0.023546
9, 0.119117
10, 0.128255
11, 0.175783
12, 0.800034
13, 1.818702
14, 2.681413
15, 4.676266
16, 11.796304
17, 38.108716
18, 72.958664
19, 100.621119
20, 200.204188
21, 458.602574
22, 657.040120
23, 651.359381
24, 1330.514357
25, 2342.392917
26, 1689.779773
27, 2087.862149
28, 5240.106197
29, 3758.529015
30, 2459.059186
31, 8436.297437
32, 8083.610530
33, 5037.790547
34, 10506.600272
35, 15707.438423
36, 16811.722506
37, 14476.622363
38, 21334.565342
39, 44551.950121
40, 35074.785000
41, 21807.549070
42, 78009.144907
43, 91257.518111
44, 34672.652482
45, 89681.578834
46, 182324.354599
47, 71846.487560
48, 75756.054946
49, 268559.859786
50, 122965.265497
51, 55474.331708
52, 317148.446674
53, 165219.205338
54, 41169.644645
55, 332226.092967
56, 191395.975242
57, 32289.893731
58, 329054.741456
59, 215151.061688
60, 25618.131268
61, 323139.430604
62, 234578.622038
63, 29607.455703
64, 328256.105511
65, 231598.567536
66, 59037.585373
67, 332993.536241
68, 196240.249912
69, 118858.772842
70, 281874.439980
71, 156936.297260
72, 153957.542217
73, 174968.234411
74, 130736.229716
75, 113817.414262
76, 94616.558692
77, 97510.293532
78, 53498.901053
79, 72455.938143
80, 61653.742554
81, 45248.743889
82, 65346.979038
83, 56828.684330
84, 59870.361155
85, 56787.169366
86, 71035.704125
87, 50735.892143
88, 62443.878334
89, 69477.413646
90, 32677.978268
91, 70574.799849
92, 51166.019499
93, 25940.222959
94, 64216.441793
95, 34523.120815
96, 21358.332969
97, 45466.455389
98, 23980.561753
99, 12866.355147
100, 24824.201175
101, 14007.032042
102, 7065.180486
103, 9506.140092
104, 7688.359422
105, 2856.581793
106, 4228.947690
107, 4454.599484
108, 786.686002
109, 3525.380051
110, 2384.764228
111, 1446.985129
112, 2602.720329
113, 1552.593988
114, 1162.666360
115, 1922.890720
116, 969.873835
117, 383.417402
118, 1141.836372
119, 513.389374
120, 110.748452
121, 604.314100
122, 358.155109
123, 104.730665
124, 399.445302
125, 382.047356
126, 84.195154
127, 341.122876
128, 359.179220
129, 100.320243
130, 280.700568
131, 262.545495
132, 89.618290
133, 204.186947
134, 155.026639
135, 35.110294
136, 115.892431
137, 84.729950
138, 15.345111
139, 48.618828
140, 49.266715
141, 22.263324
142, 24.927215
143, 26.000153
144, 15.868252
145, 22.486863
146, 13.623847
147, 7.244518
148, 24.529295
149, 10.343139
150, 8.860239
151, 26.049581
152, 10.969418
153, 8.278018
154, 26.754091
155, 13.952747
156, 4.514551
157, 24.476262
158, 15.583339
159, 4.940181
160, 18.876850
161, 14.534698
162, 6.273442
163, 13.576512
164, 11.157724
165, 3.720123
166, 10.801668
167, 7.742489
168, 1.371367
169, 9.675708
170, 5.761057
171, 1.703649
172, 8.486542
173, 5.144687
174, 1.419329
175, 7.202056
176, 4.716289
177, 0.800238
178, 6.115620
179, 4.139834
180, 1.131275
181, 5.130983
182, 4.388856
183, 1.205543
184, 4.875873
185, 4.021883
186, 1.059500
187, 4.123621
188, 3.078927
189, 0.889350
190, 2.882798
191, 2.125457
192, 0.432026
193, 1.912809
194, 1.295884
195, 0.222286
196, 1.158013
197, 0.738005
198, 0.230342
199, 0.706863
200, 0.349521
201, 0.153083
202, 0.452448
203, 0.183442
204, 0.066922
205, 0.283755
206, 0.127197
207, 0.026225
208, 0.198375
209, 0.099781
210, 0.021780
211, 0.158697
212, 0.081313
213, 0.014283
214, 0.123528
215, 0.077041
216, 0.003841
217, 0.029067
218, 0.034404
219, 0.006574
220, 0.022460
221, 0.018710
