time, original
791, 0.067307
792, 0.083344
793, 0.097397
794, 0.110947
795, 0.119583
796, 0.123611
797, 0.125076
798, 0.122528
799, 0.116150
800, 0.107742
801, 0.097519
802, 0.085785
803, 0.073013
804, 0.058533
805, 0.041977
806, 0.023880
807, 0.007065
808, -0.009979
809, -0.026413
810, -0.038086
811, -0.045090
812, -0.048019
813, -0.049057
814, -0.048492
815, -0.047272
816, -0.046997
817, -0.049149
818, -0.050674
819, -0.051636
820, -0.053406
821, -0.053070
822, -0.051498
823, -0.047974
824, -0.042130
825, -0.034836
826, -0.027069
827, -0.018250
828, -0.008240
829, 0.004349
830, 0.016937
831, 0.027496
832, 0.036011
833, 0.041321
834, 0.044708
835, 0.048141
836, 0.049988
837, 0.050385
838, 0.050339
839, 0.051117
840, 0.052551
841, 0.056030
842, 0.062134
843, 0.067856
844, 0.073090
845, 0.076965
846, 0.080704
847, 0.085922
848, 0.088120
849, 0.089615
850, 0.092499
851, 0.093475
852, 0.096298
853, 0.099762
854, 0.103806
855, 0.108093
856, 0.109085
857, 0.109619
858, 0.105682
859, 0.096817
860, 0.090759
861, 0.083649
862, 0.075302
863, 0.067444
864, 0.062592
865, 0.061615
866, 0.058441
867, 0.055786
868, 0.056839
869, 0.053162
870, 0.044510
871, 0.036652
872, 0.024704
873, 0.011917
874, 0.002686
875, -0.009293
876, -0.018936
877, -0.022049
878, -0.022690
879, -0.021088
880, -0.017639
881, -0.009918
882, -0.002426
883, 0.003799
884, 0.012589
885, 0.022934
886, 0.034348
887, 0.043747
888, 0.052521
889, 0.064606
890, 0.072845
891, 0.078491
892, 0.084167
893, 0.086899
894, 0.088135
895, 0.088547
896, 0.085602
897, 0.081726
898, 0.077362
899, 0.070297
900, 0.062698
901, 0.052902
902, 0.043045
903, 0.035751
904, 0.027237
905, 0.018692
906, 0.015167
907, 0.010681
908, 0.003586
909, -0.007553
910, -0.019455
911, -0.028152
912, -0.042679
913, -0.052856
914, -0.056870
915, -0.063034
916, -0.060333
917, -0.057953
918, -0.058929
919, -0.055450
920, -0.054626
921, -0.055969
922, -0.058212
923, -0.062775
924, -0.059540
925, -0.054214
926, -0.058685
927, -0.062805
928, -0.071487
929, -0.092529
930, -0.116714
931, -0.144470
932, -0.174973
933, -0.199478
934, -0.211563
935, -0.208969
936, -0.194916
937, -0.172073
938, -0.143738
939, -0.114929
940, -0.090485
941, -0.080124
942, -0.075699
943, -0.072906
944, -0.077530
945, -0.077942
946, -0.070724
947, -0.057251
948, -0.031509
949, 0.000519
950, 0.031982
951, 0.062988
952, 0.089294
953, 0.110962
954, 0.126007
955, 0.132095
956, 0.139160
957, 0.146072
958, 0.146973
959, 0.147263
960, 0.147629
961, 0.143967
962, 0.135300
963, 0.123245
964, 0.108597
965, 0.086212
966, 0.059235
967, 0.035339
968, 0.011047
969, -0.013260
970, -0.037613
971, -0.062698
972, -0.083389
973, -0.104156
974, -0.125458
975, -0.140869
976, -0.150024
977, -0.156006
978, -0.161667
979, -0.164429
980, -0.166443
981, -0.171448
982, -0.176376
983, -0.184937
984, -0.196350
985, -0.202698
986, -0.205826
987, -0.206497
988, -0.197037
989, -0.179367
990, -0.156326
991, -0.128189
992, -0.101791
993, -0.076614
994, -0.055389
995, -0.044357
996, -0.039490
997, -0.039444
998, -0.043671
999, -0.045486
1000, -0.047211
1001, -0.045654
1002, -0.037506
1003, -0.022598
1004, -0.001816
1005, 0.014709
1006, 0.028595
1007, 0.041977
1008, 0.045837
1009, 0.045090
1010, 0.045288
1011, 0.043671
1012, 0.045212
1013, 0.052536
1014, 0.061142
1015, 0.077682
1016, 0.095764
1017, 0.111328
1018, 0.126801
1019, 0.136642
1020, 0.138763
1021, 0.132584
1022, 0.120575
1023, 0.110397
1024, 0.099274
1025, 0.087982
1026, 0.080292
1027, 0.075623
1028, 0.075531
1029, 0.074448
1030, 0.069077
1031, 0.060883
1032, 0.048187
1033, 0.029587
1034, 0.004135
1035, -0.023590
1036, -0.048767
1037, -0.073471
1038, -0.097961
1039, -0.115265
1040, -0.129211
1041, -0.142487
1042, -0.150665
1043, -0.155838
1044, -0.157120
1045, -0.154053
1046, -0.150558
1047, -0.145508
1048, -0.138290
1049, -0.131699
1050, -0.124161
1051, -0.113983
1052, -0.102814
1053, -0.089294
1054, -0.075989
1055, -0.061218
1056, -0.039963
1057, -0.015137
1058, 0.010635
1059, 0.035629
1060, 0.058441
1061, 0.079315
1062, 0.096756
1063, 0.109573
1064, 0.119263
1065, 0.125778
1066, 0.132263
1067, 0.137482
1068, 0.141510
1069, 0.146942
1070, 0.149979
1071, 0.152176
1072, 0.149796
1073, 0.142059
1074, 0.133942
1075, 0.121292
1076, 0.105453
1077, 0.088943
1078, 0.071503
1079, 0.058121
1080, 0.050476
1081, 0.045685
1082, 0.041687
1083, 0.038528
1084, 0.035263
1085, 0.031387
1086, 0.025955
1087, 0.016647
1088, 0.005951
1089, -0.005920
1090, -0.017685
1091, -0.028320
1092, -0.035324
1093, -0.037155
1094, -0.039627
1095, -0.041565
1096, -0.042953
1097, -0.044434
1098, -0.042847
1099, -0.040680
1100, -0.042267
1101, -0.048386
1102, -0.054825
1103, -0.059479
1104, -0.064896
1105, -0.069794
1106, -0.071854
1107, -0.073441
1108, -0.073761
1109, -0.070496
1110, -0.069153
1111, -0.070633
1112, -0.068863
1113, -0.063873
1114, -0.059143
1115, -0.053314
1116, -0.046753
1117, -0.039169
1118, -0.027496
1119, -0.014420
1120, -0.000839
1121, 0.012436
1122, 0.028824
1123, 0.048035
1124, 0.062805
1125, 0.077179
1126, 0.091034
1127, 0.101196
1128, 0.107742
1129, 0.109711
1130, 0.111160
1131, 0.113647
1132, 0.116943
1133, 0.120590
1134, 0.125198
1135, 0.130173
1136, 0.131714
1137, 0.125778
1138, 0.116821
1139, 0.105179
1140, 0.089615
1141, 0.074158
1142, 0.056076
1143, 0.036880
1144, 0.020218
1145, 0.006088
1146, -0.006989
1147, -0.019928
1148, -0.031662
1149, -0.042862
1150, -0.055344
1151, -0.066574
1152, -0.075806
1153, -0.083710
1154, -0.091095
1155, -0.098602
1156, -0.102524
1157, -0.100739
1158, -0.097656
1159, -0.093613
1160, -0.088303
1161, -0.082260
1162, -0.074707
1163, -0.067734
1164, -0.058517
1165, -0.047729
1166, -0.038788
1167, -0.030075
1168, -0.021225
1169, -0.013824
1170, -0.006088
1171, 0.000977
1172, 0.005234
1173, 0.008759
1174, 0.013184
1175, 0.017044
1176, 0.020081
1177, 0.023483
1178, 0.026733
1179, 0.028763
1180, 0.028549
1181, 0.028107
1182, 0.028503
1183, 0.027176
1184, 0.026169
1185, 0.027420
1186, 0.029892
1187, 0.033737
1188, 0.038544
1189, 0.044662
1190, 0.048111
1191, 0.050049
1192, 0.052307
1193, 0.052078
1194, 0.050308
1195, 0.049591
1196, 0.049301
1197, 0.048706
1198, 0.048447
1199, 0.048050
1200, 0.047989
1201, 0.046844
1202, 0.044418
1203, 0.039917
1204, 0.032883
1205, 0.024704
1206, 0.016968
1207, 0.008255
1208, -0.002518
1209, -0.013885
1210, -0.022858
1211, -0.029739
1212, -0.035461
1213, -0.040482
1214, -0.046814
1215, -0.054611
1216, -0.061829
1217, -0.067047
1218, -0.071243
1219, -0.076782
1220, -0.081207
1221, -0.081726
1222, -0.081314
1223, -0.079224
1224, -0.075012
1225, -0.071121
1226, -0.067657
1227, -0.061630
1228, -0.055695
1229, -0.049255
1230, -0.040283
1231, -0.030960
1232, -0.021011
1233, -0.011505
1234, -0.001724
1235, 0.007584
1236, 0.015350
1237, 0.022629
1238, 0.028168
1239, 0.032578
1240, 0.035187
1241, 0.033997
1242, 0.029037
1243, 0.017273
1244, -0.001389
1245, -0.026733
1246, -0.058990
1247, -0.091949
1248, -0.122772
1249, -0.148453
1250, -0.164719
1251, -0.167343
1252, -0.159317
1253, -0.142502
1254, -0.115585
1255, -0.084534
1256, -0.057083
1257, -0.036880
1258, -0.021240
1259, -0.010422
1260, -0.003326
1261, 0.006363
1262, 0.023987
1263, 0.048294
1264, 0.076385
1265, 0.109192
1266, 0.140656
1267, 0.165787
1268, 0.186539
1269, 0.201508
1270, 0.205933
1271, 0.202896
1272, 0.199203
1273, 0.194229
1274, 0.185867
1275, 0.172974
1276, 0.151688
1277, 0.122925
1278, 0.085587
1279, 0.044937
1280, 0.007004
1281, -0.031601
1282, -0.065842
1283, -0.096008
1284, -0.124893
1285, -0.149185
1286, -0.167175
1287, -0.181839
1288, -0.194580
1289, -0.203018
1290, -0.203873
1291, -0.196915
1292, -0.185181
1293, -0.167053
1294, -0.145401
1295, -0.125565
1296, -0.105698
1297, -0.086258
1298, -0.071594
1299, -0.060440
1300, -0.046875
1301, -0.031326
1302, -0.014420
1303, 0.005356
1304, 0.026520
1305, 0.045456
1306, 0.063873
1307, 0.081284
1308, 0.095001
1309, 0.107071
1310, 0.115875
1311, 0.119064
1312, 0.117966
1313, 0.114899
1314, 0.109879
1315, 0.102142
1316, 0.093811
1317, 0.086777
1318, 0.080536
1319, 0.075531
1320, 0.073105
1321, 0.075500
1322, 0.081512
1323, 0.084991
1324, 0.087982
1325, 0.092636
1326, 0.095703
1327, 0.096848
1328, 0.098282
1329, 0.099915
1330, 0.101868
1331, 0.107224
1332, 0.110718
1333, 0.114319
1334, 0.120956
1335, 0.122238
1336, 0.115631
1337, 0.106995
1338, 0.096603
1339, 0.083038
1340, 0.068619
1341, 0.054810
1342, 0.045685
1343, 0.037796
1344, 0.026337
1345, 0.019226
1346, 0.017059
1347, 0.010284
1348, 0.004547
1349, -0.002121
1350, -0.011780
1351, -0.018921
1352, -0.029465
1353, -0.038681
1354, -0.043182
1355, -0.046951
1356, -0.045166
1357, -0.041824
1358, -0.037704
1359, -0.025757
1360, -0.013275
1361, -0.005127
1362, 0.002594
1363, 0.011673
1364, 0.018997
1365, 0.020721
1366, 0.019958
1367, 0.018097
1368, 0.016907
1369, 0.020767
1370, 0.021469
1371, 0.025314
1372, 0.037262
1373, 0.041565
1374, 0.043091
1375, 0.047394
1376, 0.047760
1377, 0.049057
1378, 0.045929
1379, 0.035446
1380, 0.026093
1381, 0.014893
1382, 0.002960
1383, -0.008270
1384, -0.021713
1385, -0.035599
1386, -0.050583
1387, -0.065155
1388, -0.076553
1389, -0.081589
1390, -0.085007
1391, -0.088165
1392, -0.089325
1393, -0.098160
1394, -0.117279
1395, -0.146790
1396, -0.189636
1397, -0.233063
1398, -0.277969
1399, -0.324356
1400, -0.355225
1401, -0.369614
1402, -0.360870
1403, -0.327576
1404, -0.277954
1405, -0.218948
1406, -0.169739
1407, -0.129715
1408, -0.106934
1409, -0.106949
1410, -0.111771
1411, -0.119781
1412, -0.122513
1413, -0.116516
1414, -0.092621
1415, -0.044250
1416, 0.013992
1417, 0.085938
1418, 0.159637
1419, 0.215240
1420, 0.254059
1421, 0.269897
1422, 0.269592
1423, 0.259796
1424, 0.248047
1425, 0.242111
1426, 0.236374
1427, 0.230896
1428, 0.225510
1429, 0.222107
1430, 0.218338
1431, 0.211380
1432, 0.192413
1433, 0.163422
1434, 0.129227
1435, 0.087646
1436, 0.050674
1437, 0.014191
1438, -0.020645
1439, -0.046890
1440, -0.072937
1441, -0.095322
1442, -0.115875
1443, -0.129471
1444, -0.135361
1445, -0.139618
1446, -0.139679
1447, -0.142761
1448, -0.152237
1449, -0.166412
1450, -0.185287
1451, -0.200623
1452, -0.215363
1453, -0.229858
1454, -0.233917
1455, -0.227310
1456, -0.210892
1457, -0.183670
1458, -0.149963
1459, -0.114960
1460, -0.088181
1461, -0.073990
1462, -0.072113
1463, -0.079803
1464, -0.095337
1465, -0.114365
1466, -0.128891
1467, -0.136688
1468, -0.128571
1469, -0.107071
1470, -0.077087
1471, -0.032227
1472, 0.011276
1473, 0.048859
1474, 0.078140
1475, 0.089279
1476, 0.093323
1477, 0.090546
1478, 0.085495
1479, 0.086563
1480, 0.097992
1481, 0.123993
1482, 0.159195
1483, 0.203888
1484, 0.250839
1485, 0.292770
1486, 0.323975
1487, 0.337479
1488, 0.335342
1489, 0.317154
1490, 0.293274
1491, 0.267349
1492, 0.242813
1493, 0.230087
1494, 0.224136
1495, 0.225693
1496, 0.228134
1497, 0.225494
1498, 0.218719
1499, 0.198334
1500, 0.163574
1501, 0.117157
1502, 0.061813
1503, 0.005783
1504, -0.047241
1505, -0.091934
1506, -0.125641
1507, -0.149673
1508, -0.163864
1509, -0.171997
1510, -0.177994
1511, -0.182861
1512, -0.188095
1513, -0.193558
1514, -0.198502
1515, -0.204117
1516, -0.208282
1517, -0.208496
1518, -0.203217
1519, -0.192535
1520, -0.177002
1521, -0.157684
1522, -0.133606
1523, -0.105698
1524, -0.074097
1525, -0.036896
1526, -0.000931
1527, 0.031128
1528, 0.059586
1529, 0.081177
1530, 0.097336
1531, 0.109055
1532, 0.119461
1533, 0.129913
1534, 0.141266
1535, 0.154205
1536, 0.168839
1537, 0.183914
1538, 0.196243
1539, 0.202133
1540, 0.200317
1541, 0.190872
1542, 0.173355
1543, 0.150070
1544, 0.124573
1545, 0.100845
1546, 0.082672
1547, 0.071014
1548, 0.066849
1549, 0.067551
1550, 0.069458
1551, 0.071167
1552, 0.068649
1553, 0.059814
1554, 0.040726
1555, 0.013870
1556, -0.014786
1557, -0.040863
1558, -0.061707
1559, -0.075500
1560, -0.080322
1561, -0.078278
1562, -0.070694
1563, -0.061798
1564, -0.055695
1565, -0.053116
1566, -0.055786
1567, -0.064957
1568, -0.078903
1569, -0.095688
1570, -0.111542
1571, -0.126495
1572, -0.137772
1573, -0.144409
1574, -0.146866
1575, -0.143478
1576, -0.139145
1577, -0.134979
1578, -0.129776
1579, -0.124207
1580, -0.120392
1581, -0.116272
1582, -0.110611
1583, -0.104202
1584, -0.095673
1585, -0.082443
1586, -0.063934
1587, -0.041412
1588, -0.016983
1589, 0.008911
1590, 0.034729
1591, 0.058670
1592, 0.078873
1593, 0.095688
1594, 0.109985
1595, 0.121841
1596, 0.131454
1597, 0.139389
1598, 0.146667
1599, 0.154831
1600, 0.162552
1601, 0.169449
1602, 0.175247
1603, 0.177582
1604, 0.174164
1605, 0.165207
1606, 0.150085
1607, 0.131287
1608, 0.108307
1609, 0.080887
1610, 0.052658
1611, 0.025146
1612, -0.000107
1613, -0.021225
1614, -0.039154
1615, -0.055847
1616, -0.071869
1617, -0.087524
1618, -0.103531
1619, -0.119980
1620, -0.135117
1621, -0.148163
1622, -0.160919
1623, -0.168793
1624, -0.171494
1625, -0.171112
1626, -0.162704
1627, -0.149506
1628, -0.135803
1629, -0.120361
1630, -0.105774
1631, -0.091843
1632, -0.077209
1633, -0.061600
1634, -0.047226
1635, -0.033493
1636, -0.020096
1637, -0.008865
1638, 0.003799
1639, 0.018906
1640, 0.035324
1641, 0.051941
1642, 0.066437
1643, 0.078033
1644, 0.087189
1645, 0.093658
1646, 0.096832
1647, 0.096268
1648, 0.096069
1649, 0.092896
1650, 0.089096
1651, 0.087799
1652, 0.085754
1653, 0.086975
1654, 0.089844
1655, 0.092194
1656, 0.094620
1657, 0.093613
1658, 0.090897
1659, 0.088959
1660, 0.084030
1661, 0.079437
1662, 0.075226
1663, 0.070755
1664, 0.070160
