x
0.003011
0.734812
14.093158
27.697846
7.780853
14.519783
64.029532
219.490685
112.824205
65.009703
390.650606
438.904857
141.617289
639.462777
619.876356
122.169554
751.005777
882.344260
131.957627
774.192329
1084.285482
199.899406
755.736973
1206.466391
246.184670
664.602834
1192.521952
288.521094
588.436257
1076.757039
342.906176
570.449151
971.286812
326.302286
598.954348
855.717499
268.519720
539.234754
768.472208
216.153374
490.321584
716.394391
224.069511
482.344724
794.884859
262.756332
618.003534
949.909699
291.836628
790.723574
1090.163113
283.920691
899.387137
1174.314084
252.780963
946.846571
1234.248739
268.604789
966.586579
1399.580025
286.875393
906.455707
1633.052522
335.762191
725.443423
1806.722339
374.634577
618.459253
1723.825040
390.527942
524.349434
1540.870650
310.200886
482.587270
1385.458279
304.293393
550.652315
1414.400764
494.128684
626.913252
1621.187475
728.176165
626.584157
1911.174505
874.968281
668.647819
2048.432383
1077.146223
754.972440
2008.589925
1274.999142
680.900144
1900.690982
1393.908602
529.687613
1811.716696
1464.148513
564.729351
1686.849087
1477.504930
690.232581
1422.409602
1447.329226
671.956777
1154.127808
1270.975089
703.022454
845.634955
1150.337045
760.447865
609.787940
1005.175112
788.836876
407.720069
925.342406
744.450903
354.169813
1044.826638
741.655656
525.524613
1381.592195
937.372261
845.116047
1817.592479
1175.966535
1132.129463
2124.854569
1264.519100
1265.003292
2091.206035
1128.984841
1320.176308
1596.018463
1086.335225
1271.067490
1208.432624
1230.803383
1162.577114
1297.154649
1485.537074
1094.000100
1401.471183
1561.030488
1149.925627
1193.424547
1396.050573
1386.900045
1196.854427
1337.107552
1770.028235
1679.070447
1627.381090
2128.412636
2061.099004
1952.481698
2230.028124
2097.040087
1862.996478
2257.252360
2001.483921
1742.617317
2369.317480
2072.862076
1823.939356
2635.488504
2237.401863
1965.364244
2804.555021
2262.590174
2085.673333
2721.327788
2190.866710
2190.424242
2487.437142
1989.277059
2188.576758
2394.339503
1772.312327
2060.118571
2442.772607
1729.791055
1922.933288
2536.501547
1942.502936
1741.236136
2689.207246
2147.190239
1554.438291
2803.908471
2123.508514
1554.933804
2744.313790
1956.030122
1717.164262
2549.445870
1750.110930
1777.473069
2408.803931
1610.815622
1648.352279
2323.320730
1579.750359
1491.868854
2236.851851
1623.678384
1531.849155
2106.526759
1656.202307
1698.050635
1976.983048
1633.797864
1841.877591
1858.128271
1699.648109
1886.946012
1744.632573
1919.593278
1765.081425
1673.332466
2186.055316
1598.567554
1532.195755
2269.576375
1587.596483
1309.994201
2004.085364
1868.374639
1101.710990
1685.665347
2201.773709
1189.175197
1773.027907
2321.220727
1387.355985
2207.013968
2273.157540
1310.649538
2360.634254
2063.781641
1097.182891
1984.051792
1730.501324
885.109411
1614.517532
1409.261008
893.267964
1745.963457
1253.994151
1206.198699
2209.844370
1353.412239
1569.176443
2429.270643
1439.998802
1617.772889
2088.451335
1272.958564
1408.429267
1436.567574
991.849631
1326.516787
967.284278
884.763604
1538.802636
857.005451
1005.957856
1917.720878
906.637946
1078.099623
2257.433645
879.661498
987.465143
2391.678747
768.140632
978.387987
2220.960776
851.392306
1104.013467
1896.388912
1014.804493
1308.472820
1552.171204
1052.538557
1414.338443
1192.024642
986.474725
1364.764684
897.347768
914.533944
1279.420075
724.291497
941.264431
1236.499819
717.349213
1026.817393
1190.075705
681.811386
998.455521
997.682237
611.590773
830.010775
710.008417
581.967182
742.008436
545.816610
605.252466
753.620008
597.691254
659.592002
765.546250
585.398272
743.583712
699.474960
442.713730
787.956484
567.255608
401.396996
741.172144
485.639740
477.183416
686.221547
470.014031
445.778056
604.669398
417.825399
312.304509
419.460626
303.182555
181.165530
284.880483
162.217059
118.548185
264.654425
92.240498
103.526075
293.876893
96.074107
117.367738
318.563990
110.398317
60.428745
84.477054
44.304639
54.326358
81.191625
12.368476
35.093012
71.592314
1.434351
17.025842
46.844329
2.278561
16.052874
22.016000
